marker,position,scaffold_day,conflict,selected_source,sources,source_text,consolidated,faithful,complete,placement,notes
E184:c184,184,1,yes,john,John John 18:37-38; Matthew Matthew 27:11; Luke Luke 23:4-6,"[John] ""You are a king, then!"" said Pilate. Jesus answered, ""You are right in saying I am a king. In fact, for this reason I was born, and for this I came into the world, to testify to the truth. Everyone on the side of truth listens to me."" ""What is truth?"" Pilate asked. With this he went out again to the Jews and said, ""I find no basis for a charge against him.  ||  [Matthew] Meanwhile Jesus stood before the governor, and the governor asked him, ""Are you the king of the Jews?Yes, it is as you say,"" Jesus replied.  ||  [Luke] Then Pilate announced to the chief priests and the crowd, ""I find no basis for a charge against this man."" But they insisted, ""He stirs up the people all over Judea by his teaching. He started in Galilee and has come all the way here."" On hearing this, Pilate asked if the man was a Galilean.","You are a king, then!” said Pilate, and Jesus answered, “You are right in saying I am a king. In fact, for this reason I was born, and for this I came into the world, to testify to the truth. Everyone on the side of truth listens to me.” “What is truth?” Pilate asked. With this he went out again to the Jews and said, ""I find no basis for a charge against him."" Meanwhile Jesus stood before the governor, and the governor asked him, “Are you the king of the Jews?Yes, it is as you say,” Jesus replied. Then Pilate announced to the chief priests and the crowd, “I find no basis for a charge against this man.” But they insisted, ""He stirs up the people all over Judea by his teaching. He started in Galilee and has come all the way here."" On hearing this, Pilate asked if the man was a Galilean.",,,,
E185:c185,185,0,yes,luke,Luke Luke 23:7,"[Luke] When he learned that Jesus was under Herod's jurisdiction, he sent him to Herod, who was also in Jerusalem at that time.","When he learned that Jesus was under Herod’s jurisdiction, he sent him to Herod, who was also in Jerusalem at that time, and it was then that Herod questioned him, seeking to learn about Jesus.",,,,
E186:c186,186,1,yes,john,John John 18:39; John 18:40; Luke Luke 23:8-9,"[John] But it is your custom for me to release to you one prisoner at the time of the Passover. Do you want me to release 'the king of the Jews'?"" They shouted back, ""No, not him! Give us Barabbas!"" Now Barabbas had taken part in a rebellion.  ||  [Luke] When Herod saw Jesus, he was greatly pleased, because for a long time he had been wanting to see him. From what he had heard about him, he hoped to see him perform some miracle. He plied him with many questions, but Jesus gave him no answer.","But it is your custom for me to release to you one prisoner at the time of the Passover, and they shouted back, “No, not him! Give us Barabbas!” Now Barabbas had taken part in a rebellion, and when Herod saw Jesus, he was greatly pleased, because for a long time he had been wanting to see him, from what he had heard about him, he hoped to see him perform some miracle, and he plied him with many questions, but Jesus gave him no answer. Do you want me to release ‘the king of the Jews’?”",,,,
E187:c187,187,0,yes,luke,Luke Luke 23:10; Luke 23:11; Matthew Matthew 27:12; John John 19:1-3,"[Luke] The chief priests and the teachers of the law were standing there, vehemently accusing him. Then Herod and his soldiers ridiculed and mocked him. Dressing him in an elegant robe, they sent him back to Pilate.  ||  [Matthew] When he was accused by the chief priests and the elders, he gave no answer.  ||  [John] Then Pilate took Jesus and had him flogged. The soldiers twisted together a crown of thorns and put it on his head. They clothed him in a purple robe and went up to him again and again, saying, ""Hail, king of the Jews!"" And they struck him in the face.","The chief priests and the teachers of the law were standing there, vehemently accusing him, and when he was accused by the chief priests and the elders, he gave no answer. Then Pilate took Jesus and had him flogged; the soldiers twisted together a crown of thorns and put it on his head, and they clothed him in a purple robe and went up to him again and again, saying, “Hail, king of the Jews!” And while this was happening, Herod and his soldiers ridiculed and mocked him, dressing him in an elegant robe, and sent him back to Pilate.",,,,
E188:c188,188,0,yes,luke,Luke Luke 23:12,[Luke] That day Herod and Pilate became friends--before this they had been enemies.,"That day Herod and Pilate became friends—before this they had been enemies. It was reported that Herod and Pilate became friends, a development following a period of animosity between the two men.",,,,
E189:c189,189,0,yes,matthew,Matthew Matthew 27:13-14; Luke Luke 23:13-14; John John 19:4; John 19:5,"[Matthew] Then Pilate asked him, ""Don't you hear the testimony they are bringing against you?"" But Jesus made no reply, not even to a single charge--to the great amazement of the governor.  ||  [Luke] Pilate called together the chief priests, the rulers and the people, and said to them, ""You brought me this man as one who was inciting the people to rebellion. I have examined him in your presence and have found no basis for your charges against him.  ||  [John] Once more Pilate came out and said to the Jews, ""Look, I am bringing him out to you to let you know that I find no basis for a charge against him."" When Jesus came out wearing the crown of thorns and the purple robe, Pilate said to them, ""Here is the man!""","Then Pilate asked him, “Don’t you hear the testimony they are bringing against you?” but Jesus made no reply, not even to a single charge—to the great amazement of the governor. Pilate called together the chief priests, the rulers and the people, and said to them, ""You brought me this man as one who was inciting the people to rebellion. I have examined him in your presence and have found no basis for your charges against him.” Once more Pilate came out and said to the Jews, “Look, I am bringing him out to you to let you know that I find no basis for a charge against him,” and when Jesus came out wearing the crown of thorns and the purple robe, Pilate said to them, ""Here is the man!”",,,,
E190:c190,190,1,,john,John John 19:6-7,"[John] As soon as the chief priests and their officials saw him, they shouted, ""Crucify! Crucify!"" But Pilate answered, ""You take him and crucify him. As for me, I find no basis for a charge against him."" The Jews insisted, ""We have a law, and according to that law he must die, because he claimed to be the Son of God.""","As soon as the chief priests and their officials saw him, they shouted, “Crucify! Crucify!” But Pilate answered, “You take him and crucify him. As for me, I find no basis for a charge against him.” The Jews insisted, “We have a law, and according to that law he must die, because he claimed to be the Son of God.”",,,,
E191:c191,191,1,,john,John John 19:8-12,"[John] When Pilate heard this, he was even more afraid, and he went back inside the palace. ""Where do you come from?"" he asked Jesus, but Jesus gave him no answer. ""Do you refuse to speak to me?"" Pilate said. ""Don't you realize I have power either to free you or to crucify you?"" Jesus answered, ""You would have no power over me if it were not given to you from above. Therefore the one who handed me over to you is guilty of a greater sin."" From then on, Pilate tried to set Jesus free, but the Jews kept shouting, ""If you let this man go, you are no friend of Caesar. Anyone who claims to be a king opposes Caesar.""","When Pilate heard this, he was even more afraid and went back inside the palace. “Where do you come from?” he asked Jesus, but Jesus gave him no answer. “Do you refuse to speak to me?” Pilate said. “Don’t you realize I have power either to free you or to crucify you?” Jesus answered, “You would have no power over me if it were not given to you from above. Therefore the one who handed me over to you is guilty of a greater sin.” From then on, Pilate tried to set Jesus free, but the Jews kept shouting, “If you let this man go, you are no friend of Caesar. Anyone who claims to be a king opposes Caesar.”",,,,
E192:c192,192,0,yes,luke,Luke Luke 23:15; John John 19:13,"[Luke] Neither has Herod, for he sent him back to us; as you can see, he has done nothing to deserve death.  ||  [John] When Pilate heard this, he brought Jesus out and sat down on the judge's seat at a place known as the Stone Pavement (which in Aramaic is Gabbatha).","Neither Herod had been involved, for he had sent him back to us; as it was observed, he had done nothing to deserve death. When Pilate heard this, he brought Jesus out and sat down on the judge’s seat at a place known as the Stone Pavement, which in Aramaic was Gabbatha.",,,,
E193:c193,193,0,,luke,Luke Luke 23:16-17,"[Luke] Therefore, I will punish him and then release him."" See Footnote","Therefore, he was punished and then released.",,,,
E194:c194,194,0,yes,luke,Luke Luke 23:18-19; Matthew Matthew 27:15-16; Mark Mark 15:6; Mark 15:7,"[Luke] With one voice they cried out, ""Away with this man! Release Barabbas to us!"" (Barabbas had been thrown into prison for an insurrection in the city, and for murder.)  ||  [Matthew] Now it was the governor's custom at the Feast to release a prisoner chosen by the crowd. At that time they had a notorious prisoner, called Barabbas.  ||  [Mark] Now it was the custom at the Feast to release a prisoner whom the people requested. A man called Barabbas was in prison with the insurrectionists who had committed murder in the uprising.","With one voice they cried out, “Away with this man! Release Barabbas to us!” It was the governor’s custom at the Feast to release a prisoner chosen by the crowd, and at that time they had a notorious prisoner called Barabbas, who had been thrown into prison for an insurrection in the city and for murder. A man called Barabbas was in prison with the insurrectionists who had committed murder in the uprising, and it was the custom at the Feast to release a prisoner whom the people requested.",,,,
E195:c195,195,0,,mark,Mark Mark 15:8-11; Matthew Matthew 27:17-21,"[Mark] The crowd came up and asked Pilate to do for them what he usually did. ""Do you want me to release to you the king of the Jews?"" asked Pilate, knowing it was out of envy that the chief priests had handed Jesus over to him. But the chief priests stirred up the crowd to have Pilate release Barabbas instead.  ||  [Matthew] So when the crowd had gathered, Pilate asked them, ""Which one do you want me to release to you: Barabbas, or Jesus who is called Christ?"" For he knew it was out of envy that they had handed Jesus over to him. While Pilate was sitting on the judge's seat, his wife sent him this message: ""Don't have anything to do with that innocent man, for I have suffered a great deal today in a dream because of him."" But the chief priests and the elders persuaded the crowd to ask for Barabbas and to have Jesus executed. ""Which of the two do you want me to release to you?"" asked the governor. ""Barabbas,"" they answered.","When the crowd had gathered, Pilate asked them, “Which one do you want me to release to you: Barabbas, or Jesus who is called Christ?” For he knew it was out of envy that they had handed Jesus over to him, and while Pilate was sitting on the judge’s seat, his wife sent him this message: “Don’t have anything to do with that innocent man, for I have suffered a great deal today in a dream because of him.” However, the chief priests and the elders stirred up the crowd to have Pilate release Barabbas instead, and they answered, ""Barabbas.""",,,,
E196:c196,196,1,yes,john,John John 19:14-15; Matthew Matthew 27:22-23; Mark Mark 15:12-15; Luke Luke 23:20-21,"[John] It was the day of Preparation of Passover Week, about the sixth hour. ""Here is your king,"" Pilate said to the Jews. But they shouted, ""Take him away! Take him away! Crucify him!Shall I crucify your king?"" Pilate asked. ""We have no king but Caesar,"" the chief priests answered.  ||  [Matthew] ""What shall I do, then, with Jesus who is called Christ?"" Pilate asked. They all answered, ""Crucify him!"" ""Why? What crime has he committed?"" asked Pilate. But they shouted all the louder, ""Crucify him!""  ||  [Mark] ""What shall I do, then, with the one you call the king of the Jews?"" Pilate asked them. ""Crucify him!"" they shouted. ""Why? What crime has he committed?"" asked Pilate. But they shouted all the louder, ""Crucify him!"" Wanting to satisfy the crowd, Pilate released Barabbas to them. He had Jesus flogged, and handed him over to be crucified.  ||  [Luke] Wanting to release Jesus, Pilate appealed to them again. But they kept shouting, ""Crucify him! Crucify him!""","It was the day of Preparation of Passover Week, about the sixth hour, and Pilate asked “What shall I do, then, with Jesus who is called Christ?” or “What shall I do, then, with the one you call the king of the Jews?” The crowd responded each time with a chorus of “Crucify him! Crucify him!” “Why? What crime has he committed?” Pilate repeatedly asked, but they shouted all the louder, demanding his crucifixion. Pilate released Barabbas to them, and after flogging Jesus, he handed him over to be crucified, while at one point wanting to satisfy the crowd, Pilate appealed again, but they continued shouting “Crucify him! Crucify him!”",,,,
E197:c197,197,0,,luke,Luke Luke 23:22-25; Matthew Matthew 27:24-25,"[Luke] For the third time he spoke to them: ""Why? What crime has this man committed? I have found in him no grounds for the death penalty. Therefore I will have him punished and then release him."" But with loud shouts they insistently demanded that he be crucified, and their shouts prevailed. So Pilate decided to grant their demand. He released the man who had been thrown into prison for insurrection and murder, the one they asked for, and surrendered Jesus to their will.  ||  [Matthew] When Pilate saw that he was getting nowhere, but that instead an uproar was starting, he took water and washed his hands in front of the crowd. ""I am innocent of this man's blood,"" he said. ""It is your responsibility!"" All the people answered, ""Let his blood be on us and on our children!""","For the third time he spoke to them: “Why? What crime has this man committed? I have found in him no grounds for the death penalty. Therefore I will have him punished and then release him,” but with loud shouts they insistently demanded that he be crucified, and their shouts prevailed. So Pilate decided to grant their demand; he released the man who had been thrown into prison for insurrection and murder, the one they asked for, and surrendered Jesus to their will. When Pilate saw that he was getting nowhere, but that instead an uproar was starting, he took water and washed his hands in front of the crowd, “I am innocent of this man’s blood,” he said, “It is your responsibility!” All the people answered, ""Let his blood be on us and on our children!""",,,,
E198:c198,198,0,yes,mark,Mark Mark 15:16; Matthew Matthew 27:26; John John 19:16,"[Mark] The soldiers led Jesus away into the palace (that is, the Praetorium) and called together the whole company of soldiers.  ||  [Matthew] Then he released Barabbas to them. But he had Jesus flogged, and handed him over to be crucified.  ||  [John] Finally Pilate handed him over to them to be crucified.","The soldiers led Jesus away into the palace, that is, the Praetorium, and called together the whole company of soldiers; then he released Barabbas to them, but they had Jesus flogged, and finally Pilate handed him over to them to be crucified.",,,,
E199:c199,199,0,,mark,Mark Mark 15:17-19; Matthew Matthew 27:27-28,"[Mark] They put a purple robe on him, then twisted together a crown of thorns and set it on him. And they began to call out to him, ""Hail, king of the Jews!"" Again and again they struck him on the head with a staff and spit on him. Falling on their knees, they paid homage to him.  ||  [Matthew] Then the governor's soldiers took Jesus into the Praetorium and gathered the whole company of soldiers around him. They stripped him and put a scarlet robe on him,","Then the governor’s soldiers took Jesus into the Praetorium and gathered the whole company of soldiers around him; they stripped him and put a scarlet robe on him, then twisted together a crown of thorns and set it on his head, and they began to call out to him, “Hail, king of the Jews!” Again and again they struck him on the head with a staff and spit on him, while falling on their knees, they paid homage to him.",,,,
E200:c200,200,0,yes,matthew,Matthew Matthew 27:29-30; Mark Mark 15:20,"[Matthew] and then twisted together a crown of thorns and set it on his head. They put a staff in his right hand and knelt in front of him and mocked him. ""Hail, king of the Jews!"" they said. They spit on him, and took the staff and struck him on the head again and again.  ||  [Mark] And when they had mocked him, they took off the purple robe and put his own clothes on him. Then they led him out to crucify him.","And then, after having mocked him, they twisted together a crown of thorns and set it on his head, and they put a staff in his right hand and knelt in front of him and mocked him, saying “Hail, king of the Jews!” They spit on him, and took the staff and struck him on the head again and again. And when they had mocked him, they took off the purple robe and put his own clothes on him, and then they led him out to crucify him.",,,,
E201:c201,201,0,,matthew,Matthew Matthew 27:31-33; Mark Mark 15:21; Luke Luke 23:26-28,"[Matthew] After they had mocked him, they took off the robe and put his own clothes on him. Then they led him away to crucify him. As they were going out, they met a man from Cyrene, named Simon, and they forced him to carry the cross. They came to a place called Golgotha (which means The Place of the Skull).  ||  [Mark] A certain man from Cyrene, Simon, the father of Alexander and Rufus, was passing by on his way in from the country, and they forced him to carry the cross.  ||  [Luke] As they led him away, they seized Simon from Cyrene, who was on his way in from the country, and put the cross on him and made him carry it behind Jesus. A large number of people followed him, including women who mourned and wailed for him. Jesus turned and said to them, ""Daughters of Jerusalem, do not weep for me; weep for yourselves and for your children.","After they had mocked him, a certain man from Cyrene named Simon, the father of Alexander and Rufus, was passing by on his way in from the country when they seized him and forced him to carry the cross behind Jesus. As they were going out, they met Simon and he carried the cross, and they came to a place called Golgotha (which means The Place of the Skull), where they led him to crucify him. A large number of people followed them, including women who mourned and wailed for him.",,,,
E202:c202,202,0,,luke,Luke Luke 23:29; Luke 23:30,"[Luke] For the time will come when you will say, 'Blessed are the barren women, the wombs that never bore and the breasts that never nursed!' Then ""'they will say to the mountains, ""Fall on us!"" and to the hills, ""Cover us!""'","For the time will come when you will say, ‘Blessed are the barren women, the wombs that never bore and the breasts that never nursed!’ Then “‘they will say to the mountains, “Fall on us!” and to the hills, “Cover us!”’",,,,
E203:c203,203,0,,luke,Luke Luke 23:31-32,"[Luke] For if men do these things when the tree is green, what will happen when it is dry?"" Two other men, both criminals, were also led out with him to be executed.","For if men do these things when the tree is green, what will happen when it is dry? Two other men, both criminals, were also led out with him to be executed.",,,,
E204:c204,204,0,yes,mark,Mark Mark 15:22; Luke Luke 23:33; John John 19:17-18,"[Mark] They brought Jesus to the place called Golgotha (which means The Place of the Skull).  ||  [Luke] When they came to the place called the Skull, there they crucified him, along with the criminals--one on his right, the other on his left.  ||  [John] So the soldiers took charge of Jesus. Carrying his own cross, he went out to the place of the Skull (which in Aramaic is called Golgotha). Here they crucified him, and with him two others--one on each side and Jesus in the middle.","They brought Jesus to the place called Golgotha (which means The Place of the Skull), and when they came to the place called the Skull, there they crucified him, along with the criminals—one on his right, the other on his left. So the soldiers took charge of Jesus, carrying his own cross, he went out to the place of the Skull (which in Aramaic is called Golgotha), here they crucified him, and with him two others—one on each side and Jesus in the middle.",,,,
E205:c205,205,0,yes,mark,Mark Mark 15:23-24; John John 19:19-22; Matthew Matthew 27:34,"[Mark] Then they offered him wine mixed with myrrh, but he did not take it. And they crucified him. Dividing up his clothes, they cast lots to see what each would get.  ||  [John] Pilate had a notice prepared and fastened to the cross. It read:|sc JESUS OF NAZARETH, THE KING OF THE JEWS. Many of the Jews read this sign, for the place where Jesus was crucified was near the city, and the sign was written in Aramaic, Latin and Greek. The chief priests of the Jews protested to Pilate, ""Do not write 'The King of the Jews,' but that this man claimed to be king of the Jews."" Pilate answered, ""What I have written, I have written.""  ||  [Matthew] There they offered Jesus wine to drink, mixed with gall; but after tasting it, he refused to drink it.","Then they offered him wine mixed with myrrh, but he did not take it, and after tasting it, he refused to drink it. They crucified him, and Pilate had a notice prepared and fastened to the cross which read: |sc JESUS OF NAZARETH, THE KING OF THE JEWS. Many of the Jews read this sign, for the place where Jesus was crucified was near the city, and the sign was written in Aramaic, Latin and Greek. The chief priests of the Jews protested to Pilate, “Do not write ‘The King of the Jews,’ but that this man claimed to be king of the Jews.” Pilate answered, ""What I have written, I have written,” and dividing up his clothes, they cast lots to see what each would get.",,,,
E206:c206,206,0,,matthew,Matthew Matthew 27:35-39; Mark Mark 15:25-30; John John 19:23-24,"[Matthew] When they had crucified him, they divided up his clothes by casting lots. And sitting down, they kept watch over him there. Above his head they placed the written charge against him: THIS IS JESUS, THE KING OF THE JEWS. Two robbers were crucified with him, one on his right and one on his left. Those who passed by hurled insults at him, shaking their heads  ||  [Mark] It was the third hour when they crucified him. The written notice of the charge against him read: THE KING OF THE JEWS. They crucified two robbers with him, one on his right and one on his left. See Footnote Those who passed by hurled insults at him, shaking their heads and saying, ""So! You who are going to destroy the temple and build it in three days, come down from the cross and save yourself!""  ||  [John] When the soldiers crucified Jesus, they took his clothes, dividing them into four shares, one for each of them, with the undergarment remaining. This garment was seamless, woven in one piece from top to bottom. ""Let's not tear it,"" they said to one another. ""Let's decide by lot who will get it."" This happened that the scripture might be fulfilled which said, ""They divided my garments among them and cast lots for my clothing."" So this is what the soldiers did.","When the soldiers crucified Jesus, they divided up his clothes by casting lots, taking four shares including a seamless garment woven in one piece from top to bottom, and leaving an undergarment behind. Two robbers were crucified with him, one on his right and one on his left, and sitting down, the soldiers kept watch over him there. Above his head they placed the written charge against him: “THIS IS JESUS, THE KING OF THE JEWS,” while those who passed by hurled insults at him, shaking their heads and saying, ""So! You who are going to destroy the temple and build it in three days, come down from the cross and save yourself!” It was the third hour when they crucified him.",,,,
E207:c207,207,0,,mark,Mark Mark 15:31; Matthew Matthew 27:40; Luke Luke 23:34-39,"[Mark] In the same way the chief priests and the teachers of the law mocked him among themselves. ""He saved others,"" they said, ""but he can't save himself!  ||  [Matthew] and saying, ""You who are going to destroy the temple and build it in three days, save yourself! Come down from the cross, if you are the Son of God!""  ||  [Luke] Jesus said, ""Father, forgive them, for they do not know what they are doing."" And they divided up his clothes by casting lots. The people stood watching, and the rulers even sneered at him. They said, ""He saved others; let him save himself if he is the Christ of God, the Chosen One."" The soldiers also came up and mocked him. They offered him wine vinegar and said, ""If you are the king of the Jews, save yourself."" There was a written notice above him, which read:|sc THIS IS THE KING OF THE JEWS. One of the criminals who hung there hurled insults at him: ""Aren't you the Christ? Save yourself and us!""","As the chief priests and teachers of the law mocked him among themselves, saying “He saved others, but he can’t save himself!”, one of the criminals who hung there hurled insults at Jesus, stating “Aren’t you the Christ? Save yourself and us!” The soldiers also came up and mocked him, offering him wine vinegar and saying, ""If you are the king of the Jews, save yourself.” Jesus said, “Father, forgive them, for they do not know what they are doing,” and as he spoke, they divided up his clothes by casting lots. The people stood watching, and the rulers even sneered at him, repeating, “He saved others; let him save himself if he is the Christ of God, the Chosen One.” Above him was a written notice that read: |sc THIS IS THE KING OF THE JEWS.",,,,
E208:c208,208,0,,matthew,Matthew Matthew 27:41-44; Mark Mark 15:32,"[Matthew] In the same way the chief priests, the teachers of the law and the elders mocked him. ""He saved others,"" they said, ""but he can't save himself! He's the King of Israel! Let him come down now from the cross, and we will believe in him. He trusts in God. Let God rescue him now if he wants him, for he said, 'I am the Son of God.'"" In the same way the robbers who were crucified with him also heaped insults on him.  ||  [Mark] Let this Christ, this King of Israel, come down now from the cross, that we may see and believe."" Those crucified with him also heaped insults on him.","Let this Christ, this King of Israel, come down now from the cross, that we may see and believe. In the same way the chief priests, the teachers of the law and the elders mocked him, saying “He saved others, but he can’t save himself! He’s the King of Israel! Let him come down now from the cross, and we will believe in him. He trusts in God. Let God rescue him now if he wants him, for he said, ‘I am the Son of God.’” Those crucified with him also heaped insults on him.",,,,
E209:c209,209,0,,mark,Mark Mark 15:33; Matthew Matthew 27:45,[Mark] At the sixth hour darkness came over the whole land until the ninth hour.  ||  [Matthew] From the sixth hour until the ninth hour darkness came over all the land.,"From the sixth hour until the ninth hour, darkness came over the whole land.",,,,
E210:c210,210,0,yes,luke,Luke Luke 23:40-41; Matthew Matthew 27:46; Matthew 27:47; Mark Mark 15:34; John John 19:25,"[Luke] But the other criminal rebuked him. ""Don't you fear God,"" he said, ""since you are under the same sentence? We are punished justly, for we are getting what our deeds deserve. But this man has done nothing wrong.""  ||  [Matthew] About the ninth hour Jesus cried out in a loud voice, ""Eloi, Eloi, lama sabachthani?""--which means, ""My God, my God, why have you forsaken me?"" When some of those standing there heard this, they said, ""He's calling Elijah.""  ||  [Mark] And at the ninth hour Jesus cried out in a loud voice, ""Eloi, Eloi, lama sabachthani?""--which means, ""My God, my God, why have you forsaken me?""  ||  [John] Near the cross of Jesus stood his mother, his mother's sister, Mary the wife of Clopas, and Mary Magdalene.","Near the cross of Jesus, at the ninth hour, he cried out in a loud voice, “Eloi, Eloi, lama sabachthani?”--which means, “My God, my God, why have you forsaken me?”. Some of those standing there said, ""He's calling Elijah,” while another criminal rebuked him, saying, “Don’t you fear God, since you are under the same sentence? We are punished justly, for we are getting what our deeds deserve. But this man has done nothing wrong.” Near the cross stood his mother, his mother’s sister, Mary the wife of Clopas, and Mary Magdalene.",,,,
E211:c211,211,1,yes,john,John John 19:26-27; Matthew Matthew 27:48-49; Mark Mark 15:35-37,"[John] When Jesus saw his mother there, and the disciple whom he loved standing nearby, he said to his mother, ""Dear woman, here is your son,"" and to the disciple, ""Here is your mother."" From that time on, this disciple took her into his home.  ||  [Matthew] Immediately one of them ran and got a sponge. He filled it with wine vinegar, put it on a stick, and offered it to Jesus to drink. The rest said, ""Now leave him alone. Let's see if Elijah comes to save him.""  ||  [Mark] When some of those standing near heard this, they said, ""Listen, he's calling Elijah."" One man ran, filled a sponge with wine vinegar, put it on a stick, and offered it to Jesus to drink. ""Now leave him alone. Let's see if Elijah comes to take him down,"" he said. With a loud cry, Jesus breathed his last.","When Jesus saw his mother there, and the disciple whom he loved standing nearby, he said to his mother, “Dear woman, here is your son,” and to the disciple, “Here is your mother.” Immediately one of them ran and got a sponge. He filled it with wine vinegar, put it on a stick, and offered it to Jesus to drink. The rest said, ""Now leave him alone. Let's see if Elijah comes to save him."" Some of those standing near heard this, they said, “Listen, he’s calling Elijah.” With a loud cry, Jesus breathed his last. From that time on, this disciple took her into his home.",,,,
E212:c212,212,0,yes,luke,Luke Luke 23:42-43; Matthew Matthew 27:50; John John 19:28-29,"[Luke] Then he said, ""Jesus, remember me when you come into your kingdom. "" Jesus answered him, ""I tell you the truth, today you will be with me in paradise.""  ||  [Matthew] And when Jesus had cried out again in a loud voice, he gave up his spirit.  ||  [John] Later, knowing that all was now completed, and so that the Scripture would be fulfilled, Jesus said, ""I am thirsty."" A jar of wine vinegar was there, so they soaked a sponge in it, put the sponge on a stalk of the hyssop plant, and lifted it to Jesus' lips.","Then he said, “Jesus, remember me when you come into your kingdom,” and Jesus answered him, “I tell you the truth, today you will be with me in paradise.” And when Jesus had cried out again in a loud voice, he gave up his spirit. Later, knowing that all was now completed, and so that the Scripture would be fulfilled, Jesus said, “I am thirsty,” a jar of wine vinegar was there, so they soaked a sponge in it, put the sponge on a stalk of the hyssop plant, and lifted it to Jesus’ lips.",,,,
E213:c213,213,0,,luke,Luke Luke 23:44-45; Matthew Matthew 27:51-52; Mark Mark 15:38,"[Luke] It was now about the sixth hour, and darkness came over the whole land until the ninth hour, for the sun stopped shining. And the curtain of the temple was torn in two.  ||  [Matthew] At that moment the curtain of the temple was torn in two from top to bottom. The earth shook and the rocks split. The tombs broke open and the bodies of many holy people who had died were raised to life.  ||  [Mark] The curtain of the temple was torn in two from top to bottom.","It was now about the sixth hour, and darkness came over the whole land until the ninth hour, for the sun stopped shining. The curtain of the temple was torn in two from top to bottom, and at that moment the earth shook and the rocks split. The tombs broke open and the bodies of many holy people who had died were raised to life.",,,,
E214:c214,214,0,yes,mark,Mark Mark 15:39; Matthew Matthew 27:53; Luke Luke 23:46-47; John John 19:30,"[Mark] And when the centurion, who stood there in front of Jesus, heard his cry and saw how he died, he said, ""Surely this man was the Son of God!""  ||  [Matthew] They came out of the tombs, and after Jesus' resurrection they went into the holy city and appeared to many people.  ||  [Luke] Jesus called out with a loud voice, ""Father, into your hands I commit my spirit."" When he had said this, he breathed his last. The centurion, seeing what had happened, praised God and said, ""Surely this was a righteous man.""  ||  [John] When he had received the drink, Jesus said, ""It is finished."" With that, he bowed his head and gave up his spirit.","When the centurion, who stood there in front of Jesus, heard his cry and saw how he died, he said, “Surely this man was the Son of God!” After Jesus called out with a loud voice, ""Father, into your hands I commit my spirit,” he had said this, he breathed his last. When he had received the drink, Jesus said, “It is finished.” With that, he bowed his head and gave up his spirit. They came out of the tombs, and after Jesus’ resurrection they went into the holy city and appeared to many people. The centurion, seeing what had happened, praised God and said, “Surely this was a righteous man.”",,,,
E215:c215,215,1,yes,john,John John 19:31; John 19:32,"[John] Now it was the day of Preparation, and the next day was to be a special Sabbath. Because the Jews did not want the bodies left on the crosses during the Sabbath, they asked Pilate to have the legs broken and the bodies taken down. The soldiers therefore came and broke the legs of the first man who had been crucified with Jesus, and then those of the other.","Now it was the day of Preparation, and the next day was to be a special Sabbath; because the Jews did not want the bodies left on the crosses during the Sabbath, they asked Pilate to have the legs broken and the bodies taken down. The soldiers therefore came and broke the legs of the first man who had been crucified with Jesus, and then those of the other.",,,,
E216:c216,216,0,yes,mark,Mark Mark 15:40; Mark 15:41; John John 19:33-37; Luke Luke 23:48; Luke 23:49; Matthew Matthew 27:54-55,"[Mark] Some women were watching from a distance. Among them were Mary Magdalene, Mary the mother of James the younger and of Joses, and Salome. In Galilee these women had followed him and cared for his needs. Many other women who had come up with him to Jerusalem were also there.  ||  [John] But when they came to Jesus and found that he was already dead, they did not break his legs. Instead, one of the soldiers pierced Jesus' side with a spear, bringing a sudden flow of blood and water. The man who saw it has given testimony, and his testimony is true. He knows that he tells the truth, and he testifies so that you also may believe. These things happened so that the scripture would be fulfilled: ""Not one of his bones will be broken,"" and, as another scripture says, ""They will look on the one they have pierced.""  ||  [Luke] When all the people who had gathered to witness this sight saw what took place, they beat their breasts and went away. But all those who knew him, including the women who had followed him from Galilee, stood at a distance, watching these things.  ||  [Matthew] When the centurion and those with him who were guarding Jesus saw the earthquake and all that had happened, they were terrified, and exclaimed, ""Surely he was the Son of God!"" Many women were there, watching from a distance. They had followed Jesus from Galilee to care for his needs.","When the centurion and those with him who were guarding Jesus saw the earthquake and all that had happened, they were terrified, and exclaimed “Surely he was the Son of God!” Many women were there, watching from a distance; among them were Mary Magdalene, Mary the mother of James the younger and of Joses, and Salome. These women, who had followed him and cared for his needs in Galilee, and many other women who had come up with him to Jerusalem, stood at a distance, watching these things. But when they came to Jesus and found that he was already dead, they did not break his legs. Instead, one of the soldiers pierced Jesus’ side with a spear, bringing a sudden flow of blood and water. The man who saw it has given testimony, and his testimony is true. He knows that he tells the truth, and he testifies so that you also may believe. When all the people who had gathered to witness this sight saw what took place, they beat their breasts and went away.",,,,
E217:c217,217,0,,matthew,Matthew Matthew 27:56,"[Matthew] Among them were Mary Magdalene, Mary the mother of James and Joses, and the mother of Zebedee's sons.","Among those present were Mary Magdalene, Mary the mother of James and Joses, and the mother of Zebedee’s sons.",,,,
